"",playlist.id,playlist.name,followers.total
139,37i9dQZEVXbIPWwFssbupI,Top 50 - France,818877
140,37i9dQZEVXbJiZcmkrIHGU,Top 50 - Germany,2131805
141,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,17036073
142,37i9dQZEVXbJqdarpmTJDL,Top 50 - Greece,80425
143,37i9dQZEVXbLy5tBFyQvd4,Top 50 - Guatemala,74995
144,37i9dQZEVXbLwpL8TjsxOG,Top 50 - Hong Kong,105595
145,37i9dQZEVXbNHwMxAkvmF8,Top 50 - Hungary,68628
146,37i9dQZEVXbKMzVsSGQ49S,Top 50 - Iceland,39791
147,37i9dQZEVXbLZ52XmnySJg,Top 50 - India,359242
148,37i9dQZEVXbObFQZ3JLcXt,Top 50 - Indonesia,626306
149,37i9dQZEVXbKM896FDX8L1,Top 50 - Ireland,240033
150,37i9dQZEVXbJ6IpvItkve3,Top 50 - Israel,49090
151,37i9dQZEVXbIQnj7RRhdSX,Top 50 - Italy,1028751
152,37i9dQZEVXbKXQ4mDTEBXq,Top 50 - Japan,938653
153,37i9dQZEVXbJWuzDrTxbKS,Top 50 - Latvia,14149
154,37i9dQZEVXbMx56Rdq5lwc,Top 50 - Lithuania,24952
155,37i9dQZEVXbKGcyg6TFGx6,Top 50 - Luxembourg,7398
156,37i9dQZEVXbJlfUljuZExa,Top 50 - Malaysia,202071
157,37i9dQZEVXbO3qyFxbkOE1,Top 50 - Mexico,1569480
158,37i9dQZEVXbJU9eQpX8gPT,Top 50 - Morocco,25505
159,37i9dQZEVXbKCF6dqVpDkS,Top 50 - Netherlands,904349
160,37i9dQZEVXbM8SIrkERIYl,Top 50 - New Zealand,210929
161,37i9dQZEVXbISk8kxnzfCq,Top 50 - Nicaragua,15706
162,37i9dQZEVXbJvfa0Yxg7E7,Top 50 - Norway,522401
163,37i9dQZEVXbKypXHVwk1f0,Top 50 - Panama,93603
164,37i9dQZEVXbJfdy5b0KP7W,Top 50 - Peru,450037
165,37i9dQZEVXbNBz9cRCSFkY,Top 50 - Philippines,1197289
166,37i9dQZEVXbKyJS56d1pgi,Top 50 - Portugal,196337
167,37i9dQZEVXbNZbJ6TZelCq,Top 50 - Romania,27909
168,37i9dQZEVXbLrQBcXqUtaC,Top 50 - Saudi Arabia,5569
169,37i9dQZEVXbK4gjvS1FjPY,Top 50 - Singapore,129762
170,37i9dQZEVXbKIVTPX9a2Sb,Top 50 - Slovakia,20458
171,37i9dQZEVXbMH2jvi6jvjk,Top 50 - South Africa,31479
172,37i9dQZEVXbNxXF4SkHj9F,Top 50 - South Korea,67663
173,37i9dQZEVXbNFJfN1Vw8d9,Top 50 - Spain,1515613
174,6zFJ2HTXC3d38AgpfcPGph,Top 50 - Suriname,116
175,37i9dQZEVXbLoATJ81JYXz,Top 50 - Sweden,603167
176,37i9dQZEVXbJiyhoAPEfMK,Top 50 - Switzerland,120222
177,37i9dQZEVXbMnZEatlMSiu,Top 50 - Taiwan,198761
178,37i9dQZEVXbMnz8KIWsvf9,Top 50 - Thailand,134283
179,37i9dQZEVXbIVYVBNw9D5K,Top 50 - Turkey,780090
180,37i9dQZEVXbM4UZuIrvHvA,Top 50 - UAE,2793
181,37i9dQZEVXbLRQDuF5jeBp,Top 50 - USA,3415467
182,37i9dQZEVXbKkidEfWYRuD,Top 50 - Ukraine,20708
183,37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,2180206
184,37i9dQZEVXbMJJi3wgRbAy,Top 50 - Uruguay,103589
185,37i9dQZEVXbLdGSmz6xilI,Top 50 - Vietnam,76160
186,5atgcoJ9pDa39CzCYdXkRi,Top 50 Polska,754
187,3seAKhZ9QXirBjL9lazOi4,Top 50+ Zimbabwe,107
188,1m7Ov4UeE0XYD2P82Qnt8B,Top 50 - Afghanistan,77
189,37i9dQZEVXbMMy2roB9myp,Top 50 - Argentina,1278547
190,37i9dQZEVXbJPcfkRz0wJ0,Top 50 - Australia,809349
191,37i9dQZEVXbKNHh6NIXu36,Top 50 - Austria,118050
192,37i9dQZEVXbJNSeeHswcKB,Top 50 - Belgium,267994
193,37i9dQZEVXbJqfMFK4d691,Top 50 - Bolivia,92007
194,37i9dQZEVXbMXbN3EUUhlg,Top 50 - Brazil,3217285
195,37i9dQZEVXbKj23U1GF4IR,Top 50 - Canada,332446
196,37i9dQZEVXbL0GavIqMTeb,Top 50 - Chile,507678
197,37i9dQZEVXbOa2lmxNORXQ,Top 50 - Colombia,775751
198,37i9dQZEVXbMZAjGMynsQX,Top 50 - Costa Rica,139593
199,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,193506
200,37i9dQZEVXbJlM6nvL1nD1,Top 50 - Ecuador,169599
201,37i9dQZEVXbLesry2Qw2xS,Top 50 - Estonia,17013
202,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,132359
203,37i9dQZEVXbIPWwFssbupI,Top 50 - France,818971
204,37i9dQZEVXbJiZcmkrIHGU,Top 50 - Germany,2131882
205,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,17037313
206,37i9dQZEVXbJqdarpmTJDL,Top 50 - Greece,80454
207,37i9dQZEVXbLy5tBFyQvd4,Top 50 - Guatemala,75019
208,37i9dQZEVXbLwpL8TjsxOG,Top 50 - Hong Kong,105640
209,37i9dQZEVXbNHwMxAkvmF8,Top 50 - Hungary,68638
210,37i9dQZEVXbKMzVsSGQ49S,Top 50 - Iceland,39790
211,37i9dQZEVXbLZ52XmnySJg,Top 50 - India,359591
212,37i9dQZEVXbObFQZ3JLcXt,Top 50 - Indonesia,626531
213,37i9dQZEVXbKM896FDX8L1,Top 50 - Ireland,240050
214,37i9dQZEVXbJ6IpvItkve3,Top 50 - Israel,49106
215,37i9dQZEVXbIQnj7RRhdSX,Top 50 - Italy,1028874
216,37i9dQZEVXbKXQ4mDTEBXq,Top 50 - Japan,939344
217,37i9dQZEVXbJWuzDrTxbKS,Top 50 - Latvia,14145
218,37i9dQZEVXbMx56Rdq5lwc,Top 50 - Lithuania,24962
219,37i9dQZEVXbKGcyg6TFGx6,Top 50 - Luxembourg,7404
220,37i9dQZEVXbJlfUljuZExa,Top 50 - Malaysia,202117
221,37i9dQZEVXbO3qyFxbkOE1,Top 50 - Mexico,1569921
222,37i9dQZEVXbJU9eQpX8gPT,Top 50 - Morocco,25548
223,37i9dQZEVXbKCF6dqVpDkS,Top 50 - Netherlands,904414
224,37i9dQZEVXbM8SIrkERIYl,Top 50 - New Zealand,210943
225,37i9dQZEVXbISk8kxnzfCq,Top 50 - Nicaragua,15713
226,37i9dQZEVXbJvfa0Yxg7E7,Top 50 - Norway,522490
227,37i9dQZEVXbKypXHVwk1f0,Top 50 - Panama,93614
228,37i9dQZEVXbJfdy5b0KP7W,Top 50 - Peru,450108
229,37i9dQZEVXbNBz9cRCSFkY,Top 50 - Philippines,1197555
230,37i9dQZEVXbKyJS56d1pgi,Top 50 - Portugal,196385
231,37i9dQZEVXbNZbJ6TZelCq,Top 50 - Romania,27922
232,37i9dQZEVXbLrQBcXqUtaC,Top 50 - Saudi Arabia,5577
233,37i9dQZEVXbK4gjvS1FjPY,Top 50 - Singapore,129783
234,37i9dQZEVXbKIVTPX9a2Sb,Top 50 - Slovakia,20454
235,37i9dQZEVXbMH2jvi6jvjk,Top 50 - South Africa,31510
236,37i9dQZEVXbNxXF4SkHj9F,Top 50 - South Korea,67805
237,37i9dQZEVXbNFJfN1Vw8d9,Top 50 - Spain,1516015
238,6zFJ2HTXC3d38AgpfcPGph,Top 50 - Suriname,118
239,37i9dQZEVXbLoATJ81JYXz,Top 50 - Sweden,603266
240,37i9dQZEVXbJiyhoAPEfMK,Top 50 - Switzerland,120228
241,37i9dQZEVXbMnZEatlMSiu,Top 50 - Taiwan,198834
242,37i9dQZEVXbMnz8KIWsvf9,Top 50 - Thailand,134368
243,37i9dQZEVXbIVYVBNw9D5K,Top 50 - Turkey,780254
244,37i9dQZEVXbM4UZuIrvHvA,Top 50 - UAE,2800
245,37i9dQZEVXbLRQDuF5jeBp,Top 50 - USA,3415540
246,37i9dQZEVXbKkidEfWYRuD,Top 50 - Ukraine,20730
247,37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,2180238
248,37i9dQZEVXbMJJi3wgRbAy,Top 50 - Uruguay,103623
249,37i9dQZEVXbLdGSmz6xilI,Top 50 - Vietnam,76194
250,5atgcoJ9pDa39CzCYdXkRi,Top 50 Polska,752
251,3seAKhZ9QXirBjL9lazOi4,Top 50+ Zimbabwe,107
252,1m7Ov4UeE0XYD2P82Qnt8B,Top 50 - Afghanistan,77
253,37i9dQZEVXbMMy2roB9myp,Top 50 - Argentina,1278917
254,37i9dQZEVXbJPcfkRz0wJ0,Top 50 - Australia,809388
255,37i9dQZEVXbKNHh6NIXu36,Top 50 - Austria,118056
256,37i9dQZEVXbJNSeeHswcKB,Top 50 - Belgium,268006
257,37i9dQZEVXbJqfMFK4d691,Top 50 - Bolivia,92022
258,37i9dQZEVXbMXbN3EUUhlg,Top 50 - Brazil,3217927
259,37i9dQZEVXbKj23U1GF4IR,Top 50 - Canada,332453
260,37i9dQZEVXbL0GavIqMTeb,Top 50 - Chile,507893
261,37i9dQZEVXbOa2lmxNORXQ,Top 50 - Colombia,775991
262,37i9dQZEVXbMZAjGMynsQX,Top 50 - Costa Rica,139621
263,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,193534
264,37i9dQZEVXbJlM6nvL1nD1,Top 50 - Ecuador,169636
265,37i9dQZEVXbLesry2Qw2xS,Top 50 - Estonia,17015
266,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,132390
267,37i9dQZEVXbIPWwFssbupI,Top 50 - France,819090
268,37i9dQZEVXbJiZcmkrIHGU,Top 50 - Germany,2131880
269,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,17038264
270,37i9dQZEVXbJqdarpmTJDL,Top 50 - Greece,80492
271,37i9dQZEVXbLy5tBFyQvd4,Top 50 - Guatemala,75025
272,37i9dQZEVXbLwpL8TjsxOG,Top 50 - Hong Kong,105679
273,37i9dQZEVXbNHwMxAkvmF8,Top 50 - Hungary,68649
274,37i9dQZEVXbKMzVsSGQ49S,Top 50 - Iceland,39800
275,37i9dQZEVXbLZ52XmnySJg,Top 50 - India,359976
276,37i9dQZEVXbObFQZ3JLcXt,Top 50 - Indonesia,626731
277,37i9dQZEVXbKM896FDX8L1,Top 50 - Ireland,240050
278,37i9dQZEVXbJ6IpvItkve3,Top 50 - Israel,49125
279,37i9dQZEVXbIQnj7RRhdSX,Top 50 - Italy,1029029
280,37i9dQZEVXbKXQ4mDTEBXq,Top 50 - Japan,939885
281,37i9dQZEVXbJWuzDrTxbKS,Top 50 - Latvia,14151
282,37i9dQZEVXbMx56Rdq5lwc,Top 50 - Lithuania,24972
283,37i9dQZEVXbKGcyg6TFGx6,Top 50 - Luxembourg,7415
284,37i9dQZEVXbJlfUljuZExa,Top 50 - Malaysia,202148
285,37i9dQZEVXbO3qyFxbkOE1,Top 50 - Mexico,1570307
286,37i9dQZEVXbJU9eQpX8gPT,Top 50 - Morocco,25585
287,37i9dQZEVXbKCF6dqVpDkS,Top 50 - Netherlands,904414
288,37i9dQZEVXbM8SIrkERIYl,Top 50 - New Zealand,210959
289,37i9dQZEVXbISk8kxnzfCq,Top 50 - Nicaragua,15722
290,37i9dQZEVXbJvfa0Yxg7E7,Top 50 - Norway,522554
291,37i9dQZEVXbKypXHVwk1f0,Top 50 - Panama,93629
292,37i9dQZEVXbJfdy5b0KP7W,Top 50 - Peru,450166
293,37i9dQZEVXbNBz9cRCSFkY,Top 50 - Philippines,1197820
294,37i9dQZEVXbKyJS56d1pgi,Top 50 - Portugal,196420
295,37i9dQZEVXbNZbJ6TZelCq,Top 50 - Romania,27934
296,37i9dQZEVXbLrQBcXqUtaC,Top 50 - Saudi Arabia,5590
297,37i9dQZEVXbK4gjvS1FjPY,Top 50 - Singapore,129799
298,37i9dQZEVXbKIVTPX9a2Sb,Top 50 - Slovakia,20456
299,37i9dQZEVXbMH2jvi6jvjk,Top 50 - South Africa,31534
300,37i9dQZEVXbNxXF4SkHj9F,Top 50 - South Korea,67916
301,37i9dQZEVXbNFJfN1Vw8d9,Top 50 - Spain,1516278
302,6zFJ2HTXC3d38AgpfcPGph,Top 50 - Suriname,119
303,37i9dQZEVXbLoATJ81JYXz,Top 50 - Sweden,603287
304,37i9dQZEVXbJiyhoAPEfMK,Top 50 - Switzerland,120231
305,37i9dQZEVXbMnZEatlMSiu,Top 50 - Taiwan,198897
306,37i9dQZEVXbMnz8KIWsvf9,Top 50 - Thailand,134425
307,37i9dQZEVXbIVYVBNw9D5K,Top 50 - Turkey,780364
308,37i9dQZEVXbM4UZuIrvHvA,Top 50 - UAE,2800
309,37i9dQZEVXbLRQDuF5jeBp,Top 50 - USA,3415672
310,37i9dQZEVXbKkidEfWYRuD,Top 50 - Ukraine,20743
311,37i9dQZEVXbLnolsZ8PSNw,Top 50 - United Kingdom,2180233
312,37i9dQZEVXbMJJi3wgRbAy,Top 50 - Uruguay,103654
313,37i9dQZEVXbLdGSmz6xilI,Top 50 - Vietnam,76218
314,5atgcoJ9pDa39CzCYdXkRi,Top 50 Polska,752
315,3seAKhZ9QXirBjL9lazOi4,Top 50+ Zimbabwe,110
316,1m7Ov4UeE0XYD2P82Qnt8B,Top 50 - Afghanistan,77
317,37i9dQZEVXbMMy2roB9myp,Top 50 - Argentina,1279229
318,37i9dQZEVXbJPcfkRz0wJ0,Top 50 - Australia,809447
319,37i9dQZEVXbKNHh6NIXu36,Top 50 - Austria,118063
320,37i9dQZEVXbJNSeeHswcKB,Top 50 - Belgium,268007
321,37i9dQZEVXbJqfMFK4d691,Top 50 - Bolivia,92037
322,37i9dQZEVXbMXbN3EUUhlg,Top 50 - Brazil,3218487
323,37i9dQZEVXbKj23U1GF4IR,Top 50 - Canada,332445
324,37i9dQZEVXbL0GavIqMTeb,Top 50 - Chile,508045
325,37i9dQZEVXbOa2lmxNORXQ,Top 50 - Colombia,776133
326,37i9dQZEVXbMZAjGMynsQX,Top 50 - Costa Rica,139648
327,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,193537
328,37i9dQZEVXbJlM6nvL1nD1,Top 50 - Ecuador,169652
329,37i9dQZEVXbLesry2Qw2xS,Top 50 - Estonia,17018
330,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,132430
331,37i9dQZEVXbIPWwFssbupI,Top 50 - France,819157
332,37i9dQZEVXbJiZcmkrIHGU,Top 50 - Germany,2131872
333,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,17039074
334,37i9dQZEVXbJqdarpmTJDL,Top 50 - Greece,80528
335,37i9dQZEVXbLy5tBFyQvd4,Top 50 - Guatemala,75030
336,37i9dQZEVXbLwpL8TjsxOG,Top 50 - Hong Kong,105712
337,37i9dQZEVXbNHwMxAkvmF8,Top 50 - Hungary,68660
338,37i9dQZEVXbKMzVsSGQ49S,Top 50 - Iceland,39798
339,37i9dQZEVXbLZ52XmnySJg,Top 50 - India,360408
340,37i9dQZEVXbObFQZ3JLcXt,Top 50 - Indonesia,626907
341,37i9dQZEVXbKM896FDX8L1,Top 50 - Ireland,240060
342,37i9dQZEVXbJ6IpvItkve3,Top 50 - Israel,49154
343,37i9dQZEVXbIQnj7RRhdSX,Top 50 - Italy,1029122
344,37i9dQZEVXbKXQ4mDTEBXq,Top 50 - Japan,940400
345,37i9dQZEVXbJWuzDrTxbKS,Top 50 - Latvia,14152
346,37i9dQZEVXbMx56Rdq5lwc,Top 50 - Lithuania,24969
347,37i9dQZEVXbKGcyg6TFGx6,Top 50 - Luxembourg,7416
348,37i9dQZEVXbJlfUljuZExa,Top 50 - Malaysia,202159
349,37i9dQZEVXbO3qyFxbkOE1,Top 50 - Mexico,1570656
350,37i9dQZEVXbJU9eQpX8gPT,Top 50 - Morocco,25625
351,37i9dQZEVXbKCF6dqVpDkS,Top 50 - Netherlands,904409
352,37i9dQZEVXbM8SIrkERIYl,Top 50 - New Zealand,210968
353,37i9dQZEVXbISk8kxnzfCq,Top 50 - Nicaragua,15728
354,37i9dQZEVXbJvfa0Yxg7E7,Top 50 - Norway,522604
355,37i9dQZEVXbKypXHVwk1f0,Top 50 - Panama,93633
356,37i9dQZEVXbJfdy5b0KP7W,Top 50 - Peru,450235
357,37i9dQZEVXbNBz9cRCSFkY,Top 50 - Philippines,1198083
358,37i9dQZEVXbKyJS56d1pgi,Top 50 - Portugal,196438
359,37i9dQZEVXbNZbJ6TZelCq,Top 50 - Romania,27943
360,37i9dQZEVXbLrQBcXqUtaC,Top 50 - Saudi Arabia,5600
361,37i9dQZEVXbK4gjvS1FjPY,Top 50 - Singapore,129812
362,37i9dQZEVXbKIVTPX9a2Sb,Top 50 - Slovakia,20454
363,37i9dQZEVXbMH2jvi6jvjk,Top 50 - South Africa,31560
364,37i9dQZEVXbNxXF4SkHj9F,Top 50 - South Korea,68025
365,37i9dQZEVXbNFJfN1Vw8d9,Top 50 - Spain,1516533
366,6zFJ2HTXC3d38AgpfcPGph,Top 50 - Suriname,121
367,37i9dQZEVXbLoATJ81JYXz,Top 50 - Sweden,603332
368,37i9dQZEVXbJiyhoAPEfMK,Top 50 - Switzerland,120238
